id,sourceUrl,originalSourceUrl,name_en,name_ru,name_tg,gender,category,subCategory,tags_en,tags_ru,tags_tg,description_en,description_ru,description_tg
item-retouched-1759596629519-13,https://raw.githubusercontent.com/davidov-robert/zto-photo/main/images/item-retouched-1759596629519-13.jpg,https://raw.githubusercontent.com/davidov-robert/zto-photo-originals/main/images/item-retouched-1759596629519-13.jpg,Elegant White and Gold Embroidered Traditional Gown,Элегантное белое с золотой вышивкой традиционное платье,Либоси анъанавии сафед ва тиллоии нақшдор,female,Национальная одежда,Gown,white; gold; embroidery; traditional; gown; elegant; festive; lace; national; formal; headpiece; oriental,белый; золотой; вышивка; традиционный; платье; элегантный; праздничный; кружево; национальный; торжественный; головной убор; восточный,сафед; тиллоӣ; гулдӯзӣ; анъанавӣ; либос; зебо; идона; тӯр; миллӣ; расмӣ; кулоҳ; шарқӣ,"A breathtaking white traditional gown, exquisitely adorned with intricate gold embroidery and delicate lace details on the sleeves. This elegant attire, complete with a matching headpiece, embodies timeless grace and festive splendor, perfect for grand celebrations.","Захватывающее белое традиционное платье, изысканно украшенное сложной золотой вышивкой и нежными кружевными деталями на рукавах. Этот элегантный наряд, дополненный соответствующим головным убором, воплощает вечную грацию и праздничное великолепие, идеально подходящее для торжественных мероприятий.","Либоси анъанавии сафеди зебо, ки бо гулдӯзии мураккаби тиллоӣ ва тафсилоти нозуки тӯр дар остинҳо оро дода шудааст. Ин либоси шево, ки бо сарпӯши мувофиқ ҳамроҳ аст, зебоии бебаҳо ва шукӯҳи идонаро таҷассум мекунад, ки барои ҷашнҳои бошукӯҳ комил аст."
item-retouched-1759596592642-12,https://raw.githubusercontent.com/davidov-robert/zto-photo/main/images/item-retouched-1759596592642-12.jpg,https://raw.githubusercontent.com/davidov-robert/zto-photo-originals/main/images/item-retouched-1759596592642-12.jpg,Elegant Silver-Embellished Gown,Элегантное Платье с Серебряной Вышивкой,Либоси шевои бо нақшу нигори нуқрагӣ,female,Национальная одежда,Gown,white dress; silver embroidery; traditional; festive; elegant; formal; long sleeves; bell sleeves; bridal; Tajik fashion; ornate; sparkling,белое платье; серебряная вышивка; традиционное; праздничное; элегантное; нарядное; длинные рукава; рукава-колокол; свадебное; таджикская мода; богатое; сверкающее,либоси сафед; нақшу нигори нуқрагӣ; миллӣ; идона; зебо; расмӣ; остинҳои дароз; остинҳои васеъ; арӯсӣ; мӯди тоҷикӣ; боҳашамат; дурахшон,"A breathtaking elegant gown, meticulously adorned with shimmering silver embellishments and intricate embroidery. Its flowing silhouette and delicate details capture the essence of traditional festive attire, perfect for grand celebrations.","Захватывающее элегантное платье, тщательно украшенное мерцающими серебряными элементами и замысловатой вышивкой. Его струящийся силуэт и нежные детали отражают суть традиционного праздничного наряда, идеально подходящего для торжественных мероприятий.","Либоси шевои дилрабо, ки бо нақшу нигори дурахшони нуқрагӣ ва гулдӯзиҳои мураккаб оро дода шудааст. Шакли равон ва тафсилоти нозуки он моҳияти либоси идонаи анъанавиро ифода мекунад, ки барои ҷашнҳои бузург комил аст."
item-retouched-1759596554999-11,https://raw.githubusercontent.com/davidov-robert/zto-photo/main/images/item-retouched-1759596554999-11.jpg,https://raw.githubusercontent.com/davidov-robert/zto-photo-originals/main/images/item-retouched-1759596554999-11.jpg,Tajik National Ceremonial Gown,Таджикское Национальное Церемониальное Платье,Либоси Миллии Тантанавӣ,female,Национальная одежда,National Costume,national costume; traditional dress; Tajik fashion; ceremonial attire; blue and gold; embroidery; beaded; ornate; traditional headpiece; long jacket,национальный костюм; традиционное платье; таджикская мода; церемониальный наряд; синий и золотой; вышивка; бисер; богато украшенный; традиционный головной убор; длинный жакет,либоси миллӣ; либоси анъанавӣ; мӯди тоҷикӣ; либоси маросимӣ; кабуд ва тиллоӣ; гулдӯзӣ; марҷон; зебо; сарпӯши анъанавӣ; куртаи дароз,"An exquisite Tajik national costume featuring a richly embroidered blue long jacket adorned with golden patterns and shimmering beads, paired with an elegant cream-colored dress. This opulent ensemble reflects the grandeur and beauty of traditional Tajik craftsmanship, perfect for ceremonial occasions.","Изысканный таджикский национальный костюм, состоящий из богато расшитого синего удлиненного жакета, украшенного золотыми узорами и переливающимся бисером, в сочетании с элегантным платьем кремового цвета. Этот роскошный ансамбль отражает величие и красоту традиционного таджикского мастерства, идеально подходящего для торжественных случаев.","Либоси зебои миллии тоҷикӣ, ки аз куртаи дарози кабуди бо гулдӯзии бой ва нақшҳои тиллоӣ, марҷонҳои дурахшон ороёфта, дар якҷоягӣ бо либоси шевои ранги кремӣ иборат аст. Ин либоси боҳашамат шукӯҳу зебоии ҳунари анъанавии тоҷикро инъикос мекунад, ки барои маросимҳои тантанавӣ комил аст."
item-retouched-1759596520118-10,https://raw.githubusercontent.com/davidov-robert/zto-photo/main/images/item-retouched-1759596520118-10.jpg,https://raw.githubusercontent.com/davidov-robert/zto-photo-originals/main/images/item-retouched-1759596520118-10.jpg,Tajik Traditional Embroidered Gown,Таджикское национальное платье с вышивкой,Либоси миллии гулдузии тоҷикӣ,female,Национальная одежда,Traditional Dress,traditional; gown; dress; embroidered; floral; green; white; beige; festive; elegant; national costume; bell sleeves; headpiece; Central Asian,традиционное; платье; вышивка; цветочный; зеленый; белый; бежевый; праздничный; элегантный; национальный костюм; широкие рукава; головной убор; Центральная Азия,миллӣ; либос; гулдузӣ; гулдор; сабз; сафед; ранги қаймоқӣ; идона; зебо; костюми миллӣ; остини васеъ; сарпӯш; Осиёи Марказӣ,"An exquisitely embroidered traditional gown, featuring delicate floral patterns in green and silver against a cream background, complemented by elegant bell sleeves and a matching traditional headpiece, embodying grace and cultural heritage.","Изысканное традиционное платье с тонкой цветочной вышивкой зеленых и серебристых оттенков на кремовом фоне, дополненное элегантными расклешенными рукавами и соответствующим национальным головным убором, воплощает грацию и культурное наследие.","Либоси анъанавии боҳашамат бо гулдузии нозуки гулдор бо рангҳои сабз ва нуқрагӣ дар заминаи ранги қаймоқӣ, ки бо остинҳои зебои васеъ ва сарпӯши миллии мувофиқ ҳамроҳ буда, зебоӣ ва мероси фарҳангиро таҷассум мекунад."
item-retouched-1759596494283-9,https://raw.githubusercontent.com/davidov-robert/zto-photo/main/images/item-retouched-1759596494283-9.jpg,https://raw.githubusercontent.com/davidov-robert/zto-photo-originals/main/images/item-retouched-1759596494283-9.jpg,Tajik National Dress with Gold Embroidery,Таджикское национальное платье с золотой вышивкой,Либоси миллии тоҷикӣ бо гулдузии тиллоӣ,female,Национальная одежда,Dress,traditional dress; national costume; Tajik fashion; green dress; gold embroidery; ornate; festive; elegant; cultural attire; long sleeves; headpiece; celebration,традиционное платье; национальный костюм; таджикская мода; зеленое платье; золотая вышивка; орнаментированное; праздничное; элегантное; культурная одежда; длинные рукава; головной убор; торжество,либоси миллӣ; либоси анъанавӣ; мӯди тоҷикӣ; либоси сабз; гулдузии тиллоӣ; зебо; идона; нафис; либоси фарҳангӣ; остинҳои дароз; сарпӯш; ҷашн,"An exquisite traditional green dress adorned with intricate gold embroidery and flowing sleeves, radiating elegance and cultural richness. Paired with a matching embellished headpiece, this attire is perfect for special celebrations and cultural events.","Изысканное традиционное зеленое платье, украшенное сложной золотой вышивкой и пышными рукавами, излучающее элегантность и культурное богатство. В сочетании с подходящим головным убором, этот наряд идеально подходит для особых торжеств и культурных мероприятий.","Либоси анъанавии сабзи зебо, ки бо гулдузиҳои мураккаби тиллоӣ ва остинҳои васеъ ороиш ёфтааст, зебоӣ ва фарҳанги ғанӣ дорад. Ин либос, ки бо сарпӯши мувофиқ ҳамроҳ карда шудааст, барои ҷашнҳои махсус ва чорабиниҳои фарҳангӣ комил аст."
item-retouched-1759596459023-8,https://raw.githubusercontent.com/davidov-robert/zto-photo/main/images/item-retouched-1759596459023-8.jpg,https://raw.githubusercontent.com/davidov-robert/zto-photo-originals/main/images/item-retouched-1759596459023-8.jpg,Tajik Traditional Festive Attire,Таджикский традиционный праздничный наряд,Либоси идонаи миллии тоҷикӣ,female,Национальная одежда,Festive Attire,traditional; festive; national; Tajik; red; gold embroidery; beaded; cultural; elegant; women's attire; vest; headpiece; ceremonial,традиционный; праздничный; национальный; таджикский; красный; золотая вышивка; бисер; культурный; элегантный; женский наряд; жилет; головной убор; церемониальный,анъанавӣ; идона; миллӣ; тоҷикӣ; сурх; гулдузии тиллоӣ; мунаққаш; фарҳангӣ; зебо; либоси занона; ҷилет; сарпӯш; маросимӣ,"An exquisite Tajik traditional festive attire, featuring a vibrant red vest richly adorned with intricate gold embroidery and beading, complemented by a matching embellished headpiece. Perfect for celebrations and cultural events.","Изысканный таджикский традиционный праздничный наряд, состоящий из ярко-красного жилета, богато украшенного замысловатой золотой вышивкой и бисером, дополненного соответствующим головным убором. Идеально подходит для торжеств и культурных мероприятий.","Либоси идонаи зебои миллии тоҷикӣ, ки аз ҷилети сурхи равшан бо гулдузии мураккаби тиллоӣ ва маҳтобӣ оро дода шудааст, ҳамроҳ бо сарпӯши мувофиқ. Барои ҷашнҳо ва чорабиниҳои фарҳангӣ беҳтарин аст."
item-retouched-1759596422829-7,https://raw.githubusercontent.com/davidov-robert/zto-photo/main/images/item-retouched-1759596422829-7.jpg,https://raw.githubusercontent.com/davidov-robert/zto-photo-originals/main/images/item-retouched-1759596422829-7.jpg,Emerald Velvet National Dress with Embroidery,Изумрудное бархатное национальное платье с вышивкой,Либоси миллии махмалини зумуррадӣ бо гулдӯзӣ,female,Национальная одежда,Dress,velvet; emerald; green; silver embroidery; traditional; national dress; long sleeves; ornate; elegant; festive; Tajik; formal,бархат; изумрудный; зеленый; серебряная вышивка; традиционный; национальное платье; длинные рукава; нарядный; элегантный; праздничный; таджикский; вечерний,махмал; зумуррадӣ; сабз; гулдӯзии нуқрагин; миллӣ; либоси миллӣ; остинҳои дароз; зебо; муҷалло; идона; тоҷикӣ; расмӣ,"A magnificent emerald velvet national dress, intricately adorned with shimmering silver embroidery and featuring elegant white flowing sleeves. This ensemble embodies timeless grace and cultural richness.","Великолепное изумрудное бархатное национальное платье, искусно украшенное мерцающей серебряной вышивкой и элегантными белыми струящимися рукавами. Этот наряд воплощает вневременную грацию и культурное богатство.","Либоси миллии махмалини зумуррадӣ, ки бо гулдӯзии нуқрагини дурахшон ва остинҳои сафеди ҷоришаванда оро ёфтааст. Ин либос зебогии безавол ва ғановати фарҳангиро таҷассум мекунад."
item-retouched-1759596370343-6,https://raw.githubusercontent.com/davidov-robert/zto-photo/main/images/item-retouched-1759596370343-6.jpg,https://raw.githubusercontent.com/davidov-robert/zto-photo-originals/main/images/item-retouched-1759596370343-6.jpg,Tajik Ceremonial Gown and Headpiece,Таджикский церемониальный наряд с головным убором,Либоси маросимии тоҷикӣ бо сарпӯш,female,Национальная одежда,Gown,Tajik; traditional; ceremonial; gown; dress; embroidery; beads; gold; champagne; veil; headpiece; elegant; festive; national; culture; luxurious; wedding,Таджикский; традиционный; церемониальный; платье; наряд; вышивка; бисер; золотой; шампань; фата; головной убор; элегантный; праздничный; национальный; культура; роскошный; свадебный,Тоҷикӣ; анъанавӣ; маросимӣ; либос; гулдӯзӣ; марҷон; тиллоӣ; шампанӣ; рӯймол; сарпӯш; зебо; идона; миллӣ; фарҳанг; боҳашамат; арӯсӣ,"An exquisite Tajik ceremonial gown, shimmering in champagne, adorned with intricate gold embroidery, delicate beads, and a matching ornate headpiece and veil. This elegant attire embodies rich traditional beauty and festive grandeur, perfect for weddings or special cultural events.","Изысканное таджикское церемониальное платье, переливающееся оттенками шампанского, украшенное тонкой золотой вышивкой, изящным бисером и соответствующим богато декорированным головным убором и фатой. Этот элегантный наряд воплощает богатую традиционную красоту и праздничное величие, идеально подходящее для свадеб или особых культурных мероприятий.","Либоси зебои маросимии тоҷикӣ, ки бо ранги шампанӣ медурахшад, бо гулдӯзии нақшу нигори тиллоӣ, марҷонҳои нозук ва сарпӯш ва рӯймоли боҳашамат оро дода шудааст. Ин либоси шево зебоии анъанавӣ ва шукӯҳи идонаро инъикос мекунад, ки барои тӯйҳо ё чорабиниҳои махсуси фарҳангӣ комил аст."
item-retouched-1759596337831-5,https://raw.githubusercontent.com/davidov-robert/zto-photo/main/images/item-retouched-1759596337831-5.jpg,https://raw.githubusercontent.com/davidov-robert/zto-photo-originals/main/images/item-retouched-1759596337831-5.jpg,National Embellished Dress,Национальное расшитое платье,Либоси миллии заргарӣ,female,Национальная одежда,Dress Ensemble,national costume;traditional dress;embellished;sequins;ikat pattern;festive wear;elegant;ceremonial;Tajik fashion;Central Asian,национальный костюм;традиционное платье;расшитое;пайетки;узор икат;праздничное;элегантное;таджикская мода;центральноазиатское,либоси миллӣ;куртаи анъанавӣ;заргарӣ;пайеткаҳо;нақши икат;либоси идона;зебо;мӯди тоҷикӣ;осиёи марказӣ,"A stunning national dress featuring a flowing white gown paired with an exquisitely embroidered black vest. Adorned with shimmering sequins and an intricate ikat-inspired pattern, this ensemble embodies elegance and cultural heritage. Perfect for celebrations and special occasions.","Эффектное национальное платье, состоящее из струящегося белого платья и изящно расшитого черного жилета. Украшенный мерцающими пайетками и сложным узором в стиле икат, этот ансамбль воплощает элегантность и культурное наследие. Идеально подходит для торжеств и особых случаев.","Либоси миллии зебо, ки аз куртаи сафеди ҷоришаванда ва жилети сиёҳи бодиққат дӯхташуда иборат аст. Ин ансамбл бо пайеткаҳои дурахшон ва нақши мураккаби икат оро дода шуда, зебоӣ ва мероси фарҳангиро таҷассум мекунад. Барои ҷашнҳо ва маросимҳои махсус мувофиқ аст."
item-retouched-1759596302073-4,https://raw.githubusercontent.com/davidov-robert/zto-photo/main/images/item-retouched-1759596302073-4.jpg,https://raw.githubusercontent.com/davidov-robert/zto-photo-originals/main/images/item-retouched-1759596302073-4.jpg,Royal Blue Tajik National Dress,Королевское синее таджикское национальное платье,Либоси миллии тоҷикии кабуди шоҳӣ,female,Национальная одежда,Traditional Dress,Tajik national dress; traditional clothing; royal blue; silver embroidery; peplum jacket; long skirt; beaded headpiece; elegant; cultural attire; Central Asian fashion,таджикское национальное платье; традиционная одежда; королевский синий; серебряная вышивка; жакет с баской; длинная юбка; головной убор с бисером; элегантный; культурный наряд; центральноазиатская мода,либоси миллии тоҷикӣ; либоси анъанавӣ; кабуди шоҳӣ; гулдӯзии нуқрагӣ; куртаи пеплумӣ; доман дароз; сарпӯши марҷонӣ; шево; либоси фарҳангӣ; мӯди Осиёи Марказӣ,"An exquisite royal blue Tajik national dress, featuring a peplum jacket adorned with intricate silver embroidery and a flowing long skirt embellished with delicate key-like patterns. This elegant attire embodies traditional Central Asian charm and craftsmanship, complemented by a matching beaded headpiece.","Изысканное королевское синее таджикское национальное платье, включающее жакет с баской, украшенный сложной серебряной вышивкой, и струящуюся длинную юбку с тонкими узорами, напоминающими ключи. Этот элегантный наряд воплощает традиционное очарование и мастерство Центральной Азии, дополненный соответствующим головным убором с бусинами.","Либоси миллии зебои тоҷикии кабуди шоҳӣ, ки аз куртаи пеплум бо гулдӯзии мураккаби нуқрагӣ ва доман дарози равон бо нақшҳои нозуки ба калид монанд оро дода шудааст. Ин либоси шево ҷаззобияти анъанавӣ ва ҳунари Осиёи Марказиро таҷассум мекунад, ки бо сарпӯши мувофиқи марҷонӣ пурра карда шудааст."
item-retouched-1759596268489-3,https://raw.githubusercontent.com/davidov-robert/zto-photo/main/images/item-retouched-1759596268489-3.jpg,https://raw.githubusercontent.com/davidov-robert/zto-photo-originals/main/images/item-retouched-1759596268489-3.jpg,Traditional Embroidered Velvet Gown,Традиционное расшитое бархатное платье,Либоси анъанавии махмалини гулдӯзӣ,female,Национальная одежда,Gown,velvet; embroidered; gold embroidery; traditional; national; festive; elegant; women's dress; red; ornate; headpiece; veil; Tajik; Central Asian; celebration attire,бархат; вышивка; золотая вышивка; традиционный; национальный; праздничный; элегантный; женское платье; красный; нарядный; головной убор; фата; таджикский; центральноазиатский; наряд для торжества,махмал; гулдӯзӣ; гулдӯзии тиллоӣ; анъанавӣ; миллӣ; идона; зебо; либоси занона; сурх; муфассал; сарпӯш; рӯймол; тоҷикӣ; Осиёи Марказӣ; либоси ҷашнӣ,"An exquisite traditional velvet gown, richly embroidered with gold and silver motifs and adorned with sparkling stones. This festive attire, complete with a matching headpiece and sheer veil, embodies cultural elegance and luxury, perfect for celebrations and special occasions.","Изысканное традиционное бархатное платье, богато расшитое золотыми и серебряными узорами и украшенное сверкающими камнями. Этот праздничный наряд, дополненный соответствующим головным убором и прозрачной фатой, воплощает культурную элегантность и роскошь, идеально подходит для торжеств и особых случаев.","Либоси анъанавии махмалини нафис, ки бо нақшҳои тиллоӣ ва нуқрагӣ бой гулдӯзӣ шуда, бо сангҳои дурахшон оро дода шудааст. Ин либоси идона, ки бо сарпӯши мувофиқ ва рӯймоли шаффоф пурра шудааст, зебоӣ ва айёмии фарҳангиро таҷассум намуда, барои ҷашнҳо ва мавридҳои махсус комил аст."
item-retouched-1759596234407-2,https://raw.githubusercontent.com/davidov-robert/zto-photo/main/images/item-retouched-1759596234407-2.jpg,https://raw.githubusercontent.com/davidov-robert/zto-photo-originals/main/images/item-retouched-1759596234407-2.jpg,Embroidered Tajik Kaftan,Расшитый таджикский кафтан,Кафтони гулдӯзии тоҷикӣ,female,Национальная одежда,Kaftan,Tajik; national costume; kaftan; embroidered; traditional; green; white; cultural; festive; women's clothing,Таджикский; национальный костюм; кафтан; вышитый; традиционный; зеленый; белый; культурный; праздничный; женская одежда,Тоҷикӣ; либоси миллӣ; кафтан; гулдӯзӣ; анъанавӣ; сабз; сафед; фарҳангӣ; идона; либоси занона,"An elegant traditional Tajik kaftan, exquisitely embroidered with vibrant green and grey patterns on a white background, embodying rich cultural heritage and sophisticated craftsmanship.","Элегантный традиционный таджикский кафтан, искусно расшитый яркими зелеными и серыми узорами на белом фоне, воплощающий богатое культурное наследие и утонченное мастерство.","Кафтони анъанавии зебои тоҷикӣ, ки бо нақшҳои рангоранги сабзу хокистарӣ дар заминаи сафед бо маҳорати баланд гулдӯзӣ шудааст, мероси фарҳангии ғанӣ ва ҳунармандии мураккабро ифода мекунад."
item-retouched-1759596201733-1,https://raw.githubusercontent.com/davidov-robert/zto-photo/main/images/item-retouched-1759596201733-1.jpg,https://raw.githubusercontent.com/davidov-robert/zto-photo-originals/main/images/item-retouched-1759596201733-1.jpg,Tajik Traditional Embroidered Dress with Headscarf,Таджикское национальное вышитое платье с головным убором,Либоси миллии тоҷикӣ бо гулдӯзӣ ва сарпӯш,female,Национальная одежда,Dress,traditional dress; Tajik clothing; embroidery; floral pattern; blue dress; headscarf; national costume; vibrant; festive,традиционное платье; таджикская одежда; вышивка; цветочный узор; синее платье; головной платок; национальный костюм; яркий; праздничный,либоси миллӣ; либоси тоҷикӣ; гулдӯзӣ; нақши гулдор; либоси кабуд; сарпӯш; либоси анъанавӣ; рангоранг; идона,"An exquisite Tajik traditional dress, featuring vibrant floral embroidery on a rich blue fabric, complemented by a graceful matching headscarf. This festive ensemble embodies rich cultural heritage.","Изысканное таджикское национальное платье, украшенное яркой цветочной вышивкой на насыщенной синей ткани, дополненное элегантным синим головным платком. Этот праздничный ансамбль воплощает богатое культурное наследие.","Либоси миллии зебои тоҷикӣ, ки бо гулдӯзии рангоранги гулдор дар матои кабуди зебо оро ёфтааст, бо сарпӯши мувофиқ ҳамроҳ карда шудааст. Ин ансамбли идона мероси бойи фарҳангӣ ва ҳунари Тоҷикистонро таҷассум мекунад."
item-retouched-1759596165487-0,https://raw.githubusercontent.com/davidov-robert/zto-photo/main/images/item-retouched-1759596165487-0.jpg,https://raw.githubusercontent.com/davidov-robert/zto-photo-originals/main/images/item-retouched-1759596165487-0.jpg,Red Embellished Traditional Gown,Красное Расшитое Традиционное Платье,Куртаи сурхи гулдузии миллӣ,female,Национальная одежда,Gown,red;traditional;gown;dress;embellished;embroidery;sequins;festive;elegant;cultural;bell sleeves;satin;headpiece;sparkling,красный;традиционный;платье;наряд;расшитый;вышивка;пайетки;праздничный;элегантный;культурный;рукава-колокол;атлас;головной убор;блестящий,сурх;миллӣ;либос;курта;гулдузӣ;заргарӣ;дурахшон;идона;зебо;фарҳангӣ;остинҳои васеъ;атлас;тоқӣ;ҷилодор,"An exquisite red traditional gown, intricately adorned with shimmering silver embellishments and graceful layered bell sleeves, perfect for festive occasions.","Изысканное красное традиционное платье, искусно украшенное мерцающей серебряной вышивкой и изящными многослойными рукавами-колокол, идеально для праздничных мероприятий.","Куртаи сурхи анъанавии нафис, ки бо гулдузиҳои дурахшони нуқрагин ва остинҳои зебои қабатӣ оро ёфтааст, барои маросимҳои идона мувофиқ аст."
item-retouched-1759590383597-11,https://raw.githubusercontent.com/davidov-robert/zto-photo/main/images/item-retouched-1759590383597-11.jpg,https://raw.githubusercontent.com/davidov-robert/zto-photo-originals/main/images/item-retouched-1759590383597-11.jpg,Emerald Velvet National Gown with Ornate Embroidery,Изумрудное Бархатное Национальное Платье с Роскошной Вышивкой,Куртаи миллии махмалини зумуррадӣ бо гулдӯзии муҷалло,female,Национальная одежда,Gown,velvet; emerald green; gold embroidery; silver embroidery; rhinestones; traditional; national dress; formal wear; ceremonial; elegant; ornate; long sleeves; Tajik; Central Asian; gown,бархат; изумрудный зеленый; золотая вышивка; серебряная вышивка; стразы; традиционный; национальный костюм; вечернее платье; церемониальный; элегантный; роскошный; длинные рукава; таджикский; центральноазиатский; платье,махмал; сабзи зумуррадӣ; гулдӯзии тиллоӣ; гулдӯзии нуқрагӣ; алмос; анъанавӣ; либоси миллӣ; либоси расмӣ; маросимӣ; шево; муҷалло; остин дароз; тоҷикӣ; осиёимарказӣ; курта,"An exquisite emerald velvet national gown, richly adorned with intricate gold and silver embroidery and sparkling rhinestones. This elegant dress, featuring long sleeves and a flowing silhouette, embodies traditional grandeur and sophistication, perfect for ceremonial occasions.","Изысканное национальное платье из изумрудного бархата, богато украшенное замысловатой золотой и серебряной вышивкой и сверкающими стразами. Это элегантное платье с длинными рукавами и струящимся силуэтом воплощает традиционное величие и утонченность, идеально подходящее для торжественных мероприятий.","Куртаи зебои миллии махмалини зумуррадӣ, ки бо гулдӯзиҳои мураккаби тиллоӣ ва нуқрагӣ ва алмосҳои дурахшон зебу оро ёфтааст. Ин либоси шево бо остинҳои дароз ва силуэти ҷорӣ, шукӯҳи анъанавӣ ва назокатро таҷассум мекунад, ки барои маросимҳои тантанавӣ комил аст."
item-retouched-1759590330930-9,https://raw.githubusercontent.com/davidov-robert/zto-photo/main/images/item-retouched-1759590330930-9.jpg,https://raw.githubusercontent.com/davidov-robert/zto-photo-originals/main/images/item-retouched-1759590330930-9.jpg,Festive Velvet Robe with Silver Embroidery,Праздничный бархатный халат с серебряной вышивкой,Либоси маҳмалини идона бо гулдӯзии нуқрагин,female,Национальная одежда,Robe,traditional; national; festive; velvet; embroidery; silver; blue; robe; ceremonial; elegant; Central Asian,традиционный; национальный; праздничный; бархат; вышивка; серебряный; синий; халат; церемониальный; элегантный; Центральная Азия,миллӣ; идона; анъанавӣ; маҳмал; гулдӯзӣ; нуқрагин; кабуд; либос; расмӣ; зебо; Осиёи Марказӣ,"An exquisite traditional velvet robe, richly adorned with intricate silver embroidery and delicate beading. Perfect for festive occasions, it embodies timeless elegance and cultural heritage.","Изысканный традиционный бархатный халат, богато украшенный сложной серебряной вышивкой и нежными бусинами. Идеально подходит для праздничных мероприятий, он воплощает вечную элегантность и культурное наследие.","Чодари маҳмалини анъанавӣ ва зебо, ки бо гулдӯзии нуқрагини мураккаб ва марҷони нафис оро дода шудааст. Ин либос барои маросимҳои идона мувофиқ буда, зебогии безавол ва мероси фарҳангиро таҷассум мекунад."
item-retouched-1759590293283-8,https://raw.githubusercontent.com/davidov-robert/zto-photo/main/images/item-retouched-1759590293283-8.jpg,https://raw.githubusercontent.com/davidov-robert/zto-photo-originals/main/images/item-retouched-1759590293283-8.jpg,Tajik Chakan Embroidered Gown,Таджикское вышитое платье Чакан,Либоси гулдӯзии тоҷикӣ (Чакан),female,Национальная одежда,Gown,traditional;Tajik;national dress;embroidered gown;Chakan;pomegranate;floral;ceremonial;festive;silk;satin;elegant;folk costume;headpiece;beaded;long dress;women's fashion,традиционное;таджикское;национальное платье;вышивка;чакан;гранат;цветочный;праздничное;шелк;атлас;элегантное;народный костюм;головной убор;бисер;длинное платье;женская мода,миллӣ;тоҷикӣ;либоси миллӣ;гулдӯзӣ;чакан;анор;гулдор;идона;абрешим;атлас;зебо;либоси халқӣ;сарпӯш;мунчоқ;кӯртаи дароз;мӯди занона,"An exquisite traditional Tajik gown, richly adorned with intricate Chakan embroidery featuring vibrant floral and pomegranate motifs. This elegant dress, crafted from shimmering fabric, is perfected with delicate beadwork and a matching ceremonial headpiece, embodying cultural splendor and festive grace.","Изысканное традиционное таджикское платье, богато украшенное тонкой вышивкой Чакан с яркими цветочными узорами и мотивами граната. Это элегантное платье из мерцающей ткани дополнено нежной бисерной отделкой и соответствующим церемониальным головным убором, воплощая культурное великолепие и праздничную грацию.","Либоси зебои миллии тоҷикӣ, ки бо гулдӯзии нафиси Чакан ва нақшҳои рангини гулдор ва анор ороиш ёфтааст. Ин либоси шево, ки аз матои дурахшон дӯхта шудааст, бо мунчоқҳои нозук ва сарпӯши идонаи мувофиқ пурра гардида, шукӯҳи фарҳангӣ ва зебоии идонаро таҷассум мекунад."
item-retouched-1759590209085-7,https://raw.githubusercontent.com/davidov-robert/zto-photo/main/images/item-retouched-1759590209085-7.jpg,https://raw.githubusercontent.com/davidov-robert/zto-photo-originals/main/images/item-retouched-1759590209085-7.jpg,Regal Blue Tajik National Gown,Королевский синий таджикский национальный наряд,Ҷомаи миллии шоҳонаи кабуди тоҷикӣ,female,Национальная одежда,Ceremonial Gown,national; traditional; royal blue; white; silver embroidery; beaded; ceremonial; festive; elegant; gown; cape; headpiece; Tajik attire,национальный; традиционный; королевский синий; белый; серебряная вышивка; бисер; церемониальный; праздничный; элегантный; платье; накидка; головной убор; таджикский наряд,миллӣ; анъанавӣ; кабуди шоҳона; сафед; гулдӯзии нуқрагӣ; марҷонӣ; маросимӣ; идона; зебо; ҷома; либос; сарпӯш; либоси тоҷикӣ,"An exquisite regal blue national gown, adorned with intricate silver embroidery and shimmering beads. This ceremonial attire features a flowing cape and a matching ornate headpiece, embodying the rich cultural heritage and elegance of traditional Tajik fashion.","Изысканный королевский синий национальный наряд, украшенный замысловатой серебряной вышивкой и сверкающим бисером. Этот церемониальный костюм включает струящуюся накидку и соответствующий орнаментированный головной убор, воплощая богатое культурное наследие и элегантность традиционной таджикской моды.","Ҷомаи миллии шоҳонаи кабуди аҷиб, ки бо гулдӯзиҳои нозуки нуқрагӣ ва марҷонҳои дурахшон оро дода шудааст. Ин либоси маросимӣ дорои ҷомаи ҷорӣ ва сарпӯши мувофиқи мунаққаш буда, мероси фарҳангии бой ва зебоии мӯди анъанавии тоҷикиро таҷассум мекунад."
